,dir,dep,lineage
ACH-000878,0.852820964470606,-0.3337017354350777,Lung
ACH-001380,0.8708129030476097,-0.5441972844041193,Pancreas
ACH-002061,0.8765877870885406,-0.5324346186521541,Myeloid
ACH-000385,0.8663860883015205,-0.3683224538782515,Kidney
ACH-000427,0.8632276200095542,-0.44868752538481027,Esophagus/Stomach
ACH-000938,0.8513432670922317,-0.589499412507084,Lymphoid
ACH-000939,0.8691346430896304,-0.47427590332413944,Uterus
ACH-000325,0.859525215957876,-0.6321671344406928,Esophagus/Stomach
ACH-000515,0.8466863860380826,-0.44073604613597894,Lung
ACH-001033,0.8827707014166182,-0.4117469130445564,CNS/Brain
ACH-000919,0.8775061691040724,-0.4147139627461824,Esophagus/Stomach
ACH-000863,0.8743637081541402,-0.3713438135993595,CNS/Brain
ACH-000581,0.8661397007819743,-0.29716159697198796,Esophagus/Stomach
ACH-001050,0.8640449360616538,-0.3046471430327418,Soft Tissue
ACH-001533,0.860391181774982,-0.47136651674396485,Lymphoid
ACH-000827,0.8509098133795012,-0.3612438427709723,Skin
ACH-000961,0.8701154851260406,-0.43556696044264726,Uterus
ACH-000778,0.8591994194670624,-0.29430988129429153,Head and Neck
ACH-000190,0.8637599425995547,-0.468301471750375,Myeloid
ACH-001819,0.8663380662754181,-0.3880873137554846,Breast
ACH-001786,0.8706798224001094,-0.3916468536775651,Bowel
ACH-000253,0.841356255010141,-0.4073172610758127,Bowel
ACH-000958,0.8682203413769704,-0.4701808408682411,Bowel
ACH-000228,0.8424604477410501,-0.290916338078238,Head and Neck
ACH-000266,0.8298171584896351,-0.19457784064866868,Pancreas
ACH-001750,0.8453336087014657,-0.49891594232819186,Soft Tissue
ACH-000174,0.873911108404859,-0.3436155108147495,Thyroid
ACH-001279,0.8664705191840147,-0.5553785327999922,Ovary/Fallopian Tube
ACH-000620,0.8451499950722497,-0.5004259631468616,Liver
ACH-001513,0.8525268687944086,-0.36242414189291206,Cervix
ACH-000168,0.8697419804785756,-0.29714507193254214,Myeloid
ACH-000257,0.864432878703895,-0.4603765067848227,Lung
ACH-000211,0.8611196727722645,-0.31269255950012487,CNS/Brain
ACH-002041,0.860579189576521,-0.3138736220417108,Thyroid
ACH-000682,0.818657844005627,-0.4213576216199738,Head and Neck
ACH-000212,0.8716685111728107,-0.3917936795018717,Breast
ACH-000096,0.8804910675892754,-0.449249476649896,Kidney
ACH-002500,0.8737667284570995,-0.5453119391604196,Lymphoid
ACH-001999,0.8426437475008147,-0.37932421601605654,Pancreas
ACH-000776,0.8493407799906969,-0.4092822559796145,CNS/Brain
ACH-000521,0.8571520490339412,-0.307770182140153,Lung
ACH-000025,0.8703694055124265,-0.4401338414065643,CNS/Brain
ACH-000591,0.8516856986639835,-0.3556262904805567,CNS/Brain
ACH-000833,0.8724048489063847,-0.44574623827322446,Soft Tissue
ACH-001628,0.8664504315391092,-0.4130023792134919,Ovary/Fallopian Tube
ACH-000398,0.8677037122595526,-0.5726819406702581,Lymphoid
ACH-000274,0.8555670083031025,-0.33392096827014345,Skin
ACH-001370,0.837735143146441,-0.3084575906897452,Ovary/Fallopian Tube
ACH-000029,0.8556570888357262,-0.49689297826674717,Lung
ACH-001849,0.8714224375227164,-0.5695614334703326,Biliary Tract
ACH-001422,0.8538479453164086,-0.3116169546093703,Prostate
ACH-000588,0.8737601371986147,-0.5430634380025329,Lymphoid
ACH-000849,0.8479067104661024,-0.5976959840058808,Breast
ACH-000219,0.8790522900229063,-0.6490471617125221,Skin
ACH-001053,0.8563695724909747,-0.3841418659343222,CNS/Brain
ACH-001274,0.8499412122517059,-0.4683749288863968,Soft Tissue
ACH-002014,0.8836131270248504,-0.3320348534610304,Eye
ACH-001634,0.8795246635476415,-0.40812390463634146,Lymphoid
ACH-002531,0.8426098496000363,-0.38888008042929983,Lung
ACH-000495,0.8521649773166546,-0.15771094641458347,Kidney
ACH-000911,0.8665552639359605,-0.5873500862777737,Esophagus/Stomach
ACH-000013,0.8616554479262333,-0.5180514014445267,Ovary/Fallopian Tube
ACH-000777,0.8269135521924097,-0.3884392459223482,Esophagus/Stomach
ACH-001765,0.8579800366473971,-0.48963949893895325,Soft Tissue
ACH-000312,0.8682733853142995,-0.5299009149334655,Peripheral Nervous System
ACH-000085,0.855145481629535,-0.2960638567770759,Pancreas
ACH-000436,0.8534223383399698,-0.3771013574850178,Lymphoid
ACH-000869,0.8354529983634844,-0.3483036688834083,Lung
ACH-000489,0.8570315231645069,-0.3726128545778515,Bowel
ACH-000431,0.8552951973579724,-0.49926974436287197,Lung
ACH-000152,0.8503608557085635,-0.31673868840003555,CNS/Brain
ACH-000460,0.8589087763548333,-0.47154885276043534,Ovary/Fallopian Tube
ACH-001570,0.885299233719121,-0.47353944343779947,Skin
ACH-000986,0.8941434471277492,-0.4717885297472471,Bowel
ACH-001335,0.8404984497987783,-0.5752125913257001,Cervix
ACH-000023,0.867719405732135,-0.4807850109183987,Pancreas
ACH-002062,0.8768476709945079,-0.42065897606679425,Lymphoid
ACH-002462,0.8465997580694268,-0.3320753545067413,Eye
ACH-000151,0.8739384150471525,-0.43344326512284775,Lymphoid
ACH-001277,0.8702956461912882,-0.37415548451437314,Soft Tissue
ACH-000607,0.8683521665466637,-0.42156421207448846,Soft Tissue
ACH-002647,0.8557063663396355,-0.4777403778300476,Biliary Tract
ACH-001211,0.8645647038735885,-0.40828388994553766,Soft Tissue
ACH-001511,0.8556213077182383,-0.3036756924021828,Head and Neck
ACH-000113,0.8628757723542533,-0.7353588449058702,Myeloid
ACH-000337,0.8549333058802187,-0.35687180014658343,Lung
ACH-000281,0.8447388260905864,-0.27986872517274997,Pancreas
ACH-000985,0.8779863893650985,-0.4015701006818374,Bowel
ACH-000444,0.8739286850941517,-0.4540578998825934,Lung
ACH-001399,0.8625157640932091,-0.44235259574160685,Bowel
ACH-000127,0.8554857161151248,-0.5844269366820483,Bladder/Urinary Tract
ACH-001961,0.8526747013061362,-0.34878450450826054,Biliary Tract
ACH-001796,0.8656048672363605,-0.27294761723619526,Soft Tissue
ACH-000307,0.8645709812626217,-0.39525587592112965,Pancreas
ACH-002485,0.8628908380879323,-0.4962034286018148,Lymphoid
ACH-000595,0.8419218477620167,-0.34683414864340717,CNS/Brain
ACH-000771,0.8282346287144094,-0.3617344399643316,Head and Neck
ACH-000500,0.8580610149659232,-0.3586129133885226,Head and Neck
ACH-000363,0.8733320192665625,-0.41497611193513384,Lymphoid
ACH-000350,0.8221807147309603,-0.27753242818353807,Bowel
ACH-000053,0.8400053608902343,-0.45498907286285856,Lymphoid
ACH-001543,0.8453471050878866,-0.3518682661463537,Head and Neck
ACH-000663,0.863476204615262,-0.3858091277951777,Ovary/Fallopian Tube
ACH-000346,0.8603710941300761,-0.5883335786713126,Lymphoid
ACH-000970,0.8560230606163518,-0.359021330059355,Bowel
ACH-001333,0.8929997068459322,-0.49321426994291984,Cervix
ACH-000794,0.8332866714081878,-0.38061032980556664,Head and Neck
ACH-000039,0.8693578042697545,-0.35992060906312023,Bone
ACH-000471,0.8582075919998443,-0.31407286446031296,Liver
ACH-000291,0.8662872194242504,-0.3487948477634316,Ovary/Fallopian Tube
ACH-001453,0.8651855376489547,-0.3128264222184123,Prostate
ACH-001458,0.8813316099807976,-0.4930616768849139,Bowel
ACH-000886,0.8513077998441951,-0.4352166692653905,Lung
ACH-000888,0.8558272060785215,-0.5488873229225149,Lung
ACH-000030,0.8514236176718546,-0.4438269577400992,Lung
ACH-000271,0.8720671253764082,-0.562353913000942,Lymphoid
ACH-000549,0.8157856246535664,-0.41815007393396847,Head and Neck
ACH-000478,0.8319043903431157,-0.2644148355807236,Liver
ACH-000775,0.8466575100485306,-0.4663171476505572,Lung
ACH-001442,0.8592665875297156,-0.3065414132072435,Skin
ACH-000559,0.8449538266649675,-0.39541813008354126,Lung
ACH-000510,0.8787054642788317,-0.44355389914889937,Lung
ACH-000676,0.8741606346189216,-0.5054893448661171,CNS/Brain
ACH-002659,0.8643980391947617,-0.5143892527492494,Bowel
ACH-002465,0.8348987049118686,-0.37770363635823895,Eye
ACH-000272,0.8622163326363338,-0.3371087034401093,Kidney
ACH-000959,0.8827223655210641,-0.5044723416152611,Bowel
ACH-000169,0.8452526303829396,-0.5131647593749773,Soft Tissue
ACH-001402,0.8419573150100531,-0.7491523640980712,Cervix
ACH-000796,0.8612166584328248,-0.35944571843905837,Ovary/Fallopian Tube
ACH-000143,0.8808736744508384,-0.4373646339982309,Lung
ACH-000067,0.8423766445974593,-0.3214270271542273,CNS/Brain
ACH-001674,0.8705690264836767,-0.49974033473722984,Peripheral Nervous System
ACH-001698,0.8714086272668436,-0.39103706520547304,Head and Neck
ACH-002002,0.8783978722162133,-0.6253307531386464,Skin
ACH-000469,0.8330355758468667,-0.4498407092383107,CNS/Brain
ACH-001353,0.838679890195911,-0.21706182960820117,Pancreas
ACH-001574,0.884265975484285,-0.5810168524474166,Myeloid
ACH-000097,0.8595352597803292,-0.4164753594424098,Breast
ACH-000256,0.8497171094632269,-0.31683503916568795,Ovary/Fallopian Tube
ACH-000977,0.8745426137415813,-0.6048422874142935,Prostate
ACH-000972,0.88060594380858,-0.40275825669811016,Uterus
ACH-001367,0.874539161177613,-0.483577018882945,Peripheral Nervous System
ACH-000579,0.8850851747530948,-0.4679242774735788,Skin
ACH-002035,0.8612207387356963,-0.5488146358720212,Lung
ACH-001532,0.8856554755467448,-0.589579089394871,Kidney
ACH-000695,0.8589407910389018,-0.3891149147654663,Lung
ACH-001795,0.8472243582782129,-0.2994016370960996,Soft Tissue
ACH-001510,0.880720192288981,-0.34174751335185455,Head and Neck
ACH-000502,0.8522302621625982,-0.37741932722999083,Pancreas
ACH-000183,0.8836407475365958,-0.6040257409744078,Lymphoid
ACH-000408,0.8279700367666674,-0.46997308850555286,Esophagus/Stomach
ACH-001496,0.8593990404383123,-0.41100202680540654,Esophagus/Stomach
ACH-000788,0.8801994828686913,-0.3765937286094986,Skin
ACH-001622,0.8573479035717718,-0.31462000576779964,CNS/Brain
ACH-000466,0.8406908517726405,-0.3538341227637006,Esophagus/Stomach
ACH-001560,0.8495981529410509,-0.4121237715878749,Pleura
ACH-000005,0.8698584260451381,-0.35334290786981504,Myeloid
ACH-001687,0.8460347930564543,-0.33893985415616296,Kidney
ACH-001151,0.8538984782981244,-0.28492548757644753,Ovary/Fallopian Tube
ACH-000701,0.8549584154363509,-0.3352729641562658,Ovary/Fallopian Tube
ACH-000542,0.8823523134375674,-0.37210735112790705,Ovary/Fallopian Tube
ACH-001685,0.8684811668912924,-0.3370162521221159,Lymphoid
ACH-000015,0.8746634534804671,-0.5672329123787399,Lung
ACH-001111,0.8992180884220465,-0.44001942247652753,Lymphoid
ACH-000487,0.865395830181561,-0.6557768297092585,Myeloid
ACH-000288,0.8623808002289991,-0.45228166778211154,Breast
ACH-001820,0.8632687369077205,-0.4500839816444663,Breast
ACH-000782,0.862389902443097,-0.51883519422553,Lymphoid
ACH-001632,0.8679654793822298,-0.2791224753339876,Ovary/Fallopian Tube
ACH-001031,0.8764999036420784,-0.5122922952924518,CNS/Brain
ACH-001048,0.8445614898504036,-0.4190604434774934,Ovary/Fallopian Tube
ACH-000791,0.8250843210281861,-0.2585805670472213,Lung
ACH-000567,0.8816370049572543,-0.5554765786382628,Lymphoid
ACH-001391,0.8708863484992961,-0.2579520937590678,Breast
ACH-001075,0.8497299781107444,-0.3696721033897203,Lung
ACH-000557,0.8667868995912793,-0.300021627383404,Myeloid
ACH-001356,0.846532903876225,-0.2406966052264324,Thyroid
ACH-001844,0.8495840288157268,-0.4450055340620031,Biliary Tract
ACH-001346,0.8542575449508136,-0.3445446776425501,Head and Neck
ACH-000885,0.8635138689494603,-0.6550881983249309,Ovary/Fallopian Tube
ACH-000900,0.8816730999441942,-0.6363129077510177,Lung
ACH-000666,0.8596589243442796,-0.4266091183404743,Lung
ACH-000217,0.853599988449604,-0.5617709750182455,Liver
ACH-000872,0.8593635731902758,-0.32554863791251337,Lung
ACH-002020,0.8539599967106483,-0.42711957349933033,Cervix
ACH-001228,0.8577970507570845,-0.31441640311301233,Head and Neck
ACH-000181,0.8270469467093612,-0.3415421553673043,Head and Neck
ACH-000115,0.8616174697225834,-0.3093016291185434,Prostate
ACH-001711,0.891270286167334,-0.41364970268946116,CNS/Brain
ACH-000934,0.8650063181920618,-0.3160052327051039,Breast
ACH-000996,0.8664714607923697,-0.3859484141220871,Uterus
ACH-001529,0.8741534156215338,-0.6653711205413618,Uterus
ACH-000320,0.8764700860441715,-0.3262001149935575,Pancreas
ACH-000505,0.8344596015490087,-0.22093113463564648,Soft Tissue
ACH-000781,0.8660493063798991,-0.47248162383517606,Lung
ACH-000920,0.8518529910817133,-0.3972450218196058,Myeloid
ACH-000294,0.8849972913066322,-0.3062828303696258,Myeloid
ACH-000422,0.8471330222677822,-0.3778614046813822,Liver
ACH-000200,0.8432083986443354,-0.3227351109929112,CNS/Brain
ACH-000968,0.8703179309223557,-0.6150158178910553,Skin
ACH-000114,0.8280610589076464,-0.24369672805988069,Pancreas
ACH-000402,0.8849084662518149,-0.4738867692313228,Lymphoid
ACH-001578,0.8736678595798292,-0.5069291631186419,Testis
ACH-000036,0.8375973544571662,-0.2552890547096044,CNS/Brain
ACH-000973,0.8847477650925695,-0.47310620553872273,Bladder/Urinary Tract
ACH-001128,0.8680043991942343,-0.41442894797224145,Soft Tissue
ACH-002669,0.8635038251270073,-0.4136013775323465,Bowel
ACH-001858,0.8453857110304397,-0.4252435644762222,Biliary Tract
ACH-001997,0.8572104287519484,-0.2254787876793342,Biliary Tract
ACH-000052,0.8619737115502075,-0.34462585729353434,Bone
